pid,max_value_column,max_value,date
D20240215T165704_IFCB010_06107,pennate,0.4814,20240215
D20240215T165704_IFCB010_06109,detritus,1.0,20240215
D20240215T165704_IFCB010_06111,Heterocapsa_rotundata,1.0,20240215
D20240215T165704_IFCB010_06112,Asterionellopsis_glacialis,0.8057,20240215
D20240215T165704_IFCB010_06113,Leptocylindrus,0.999,20240215
D20240215T165704_IFCB010_06114,Bacillariophyceae,0.6807,20240215
D20240215T165704_IFCB010_06115,nanoplankton_mix,0.9995,20240215
D20240215T165704_IFCB010_06117,detritus_transparent,0.9473,20240215
D20240215T165704_IFCB010_06118,nanoplankton_mix,0.9995,20240215
D20240215T165704_IFCB010_06119,Heterocapsa_rotundata,1.0,20240215
D20240215T165704_IFCB010_06120,Proterythropsis,1.0,20240215
D20240215T165704_IFCB010_06121,nanoplankton_mix,0.881,20240215
D20240215T165704_IFCB010_06122,detritus,0.85,20240215
D20240215T165704_IFCB010_06123,fiber,1.0,20240215
D20240215T165704_IFCB010_06124,Bacillariophyceae,0.5537,20240215
D20240215T165704_IFCB010_06126,Bacillariophyceae,0.5146,20240215
D20240215T165704_IFCB010_06127,nanoplankton_mix,0.9995,20240215
D20240215T165704_IFCB010_06128,detritus,0.978,20240215
D20240215T165704_IFCB010_06129,fiber,0.9995,20240215
D20240215T165704_IFCB010_06130,Cryptophyta,0.5405,20240215
D20240215T165704_IFCB010_06131,nanoplankton_mix,0.994,20240215
D20240215T165704_IFCB010_06132,detritus,0.9766,20240215
D20240215T165704_IFCB010_06133,Bacillariophyceae,0.9395,20240215
D20240215T165704_IFCB010_06134,Karenia,0.995,20240215
D20240215T165704_IFCB010_06136,detritus,1.0,20240215
D20240215T165704_IFCB010_06137,nanoplankton_mix,0.897,20240215
D20240215T165704_IFCB010_06138,Bacillariophyceae,0.6025,20240215
D20240215T165704_IFCB010_06139,Leptocylindrus,0.615,20240215
D20240215T165704_IFCB010_06140,detritus,0.7397,20240215
D20240215T165704_IFCB010_06141,nanoplankton_mix,0.9136,20240215
D20240215T165704_IFCB010_06142,fiber,1.0,20240215
D20240215T165704_IFCB010_06143,fiber,1.0,20240215
D20240215T165704_IFCB010_06145,nanoplankton_mix,0.9937,20240215
D20240215T165704_IFCB010_06146,detritus,0.9917,20240215
D20240215T165704_IFCB010_06147,nanoplankton_mix,0.3896,20240215
D20240215T165704_IFCB010_06148,Leptocylindrus,0.994,20240215
D20240215T165704_IFCB010_06149,Dinophyceae,0.4004,20240215
D20240215T165704_IFCB010_06150,Cryptophyta,0.9946,20240215
D20240215T165704_IFCB010_06151,nanoplankton_mix,0.8813,20240215
D20240215T165704_IFCB010_06152,fiber,1.0,20240215
D20240215T165704_IFCB010_06153,nanoplankton_mix,0.999,20240215
D20240215T165704_IFCB010_06154,detritus,0.9087,20240215
D20240215T165704_IFCB010_06155,fiber,0.9995,20240215
D20240215T165704_IFCB010_06156,nanoplankton_mix,0.9175,20240215
D20240215T165704_IFCB010_06159,detritus_transparent,0.9077,20240215
D20240215T165704_IFCB010_06160,flagellate,0.9907,20240215
D20240215T165704_IFCB010_06161,fiber,1.0,20240215
D20240215T165704_IFCB010_06162,detritus,1.0,20240215
D20240215T165704_IFCB010_06163,fiber_TAG_external_detritus,0.4844,20240215
D20240215T165704_IFCB010_06164,Leptocylindrus,0.9995,20240215
D20240215T165704_IFCB010_06166,fiber,1.0,20240215
D20240215T165704_IFCB010_06167,detritus,0.9995,20240215
D20240215T165704_IFCB010_06168,fiber,0.9536,20240215
D20240215T165704_IFCB010_06169,detritus,0.9746,20240215
D20240215T165704_IFCB010_06171,nanoplankton_mix,0.998,20240215
D20240215T165704_IFCB010_06173,nanoplankton_mix,0.556,20240215
D20240215T165704_IFCB010_06175,Cryptophyta,0.9995,20240215
D20240215T165704_IFCB010_06176,fiber,0.9995,20240215
D20240215T165704_IFCB010_06177,nanoplankton_mix,0.96,20240215
D20240215T165704_IFCB010_06178,nanoplankton_mix,0.9995,20240215
D20240215T165704_IFCB010_06179,detritus,1.0,20240215
D20240215T165704_IFCB010_06180,nanoplankton_mix,0.5605,20240215
D20240215T165704_IFCB010_06181,fiber,0.9995,20240215
D20240215T165704_IFCB010_06183,Asterionellopsis_glacialis,0.5293,20240215
D20240215T165704_IFCB010_06184,detritus,0.9966,20240215
D20240215T165704_IFCB010_06186,nanoplankton_mix,0.997,20240215
D20240215T165704_IFCB010_06187,detritus,0.9976,20240215
D20240215T165704_IFCB010_06188,nanoplankton_mix,0.999,20240215
D20240215T165704_IFCB010_06189,nanoplankton_mix,0.902,20240215
D20240215T165704_IFCB010_06190,nanoplankton_mix,0.9995,20240215
D20240215T165704_IFCB010_06191,Cryptophyta,0.921,20240215
D20240215T165704_IFCB010_06194,nanoplankton_mix,0.8936,20240215
D20240215T165704_IFCB010_06195,nanoplankton_mix,0.9985,20240215
D20240215T165704_IFCB010_06196,fiber,1.0,20240215
D20240215T165704_IFCB010_06197,detritus,0.9995,20240215
D20240215T165704_IFCB010_06199,fecal_pellet,0.565,20240215
D20240215T165704_IFCB010_06200,flagellate_morphotype3,0.57,20240215
D20240215T165704_IFCB010_06201,nanoplankton_mix,0.8047,20240215
D20240215T165704_IFCB010_06202,nanoplankton_mix,1.0,20240215
D20240215T165704_IFCB010_06203,nanoplankton_mix,0.95,20240215
D20240215T165704_IFCB010_06205,fiber,1.0,20240215
D20240215T165704_IFCB010_06206,fiber,1.0,20240215
D20240215T165704_IFCB010_06207,fiber,1.0,20240215
D20240215T165704_IFCB010_06208,detritus,0.999,20240215
D20240215T165704_IFCB010_06209,fiber,0.9995,20240215
D20240215T165704_IFCB010_06210,fiber,1.0,20240215
D20240215T165704_IFCB010_06211,fiber,0.9995,20240215
D20240215T165704_IFCB010_06212,detritus,1.0,20240215
D20240215T165704_IFCB010_06213,Guinardia_delicatula,0.475,20240215
D20240215T165704_IFCB010_06214,Ciliophora,0.8574,20240215
D20240215T165704_IFCB010_06216,detritus,1.0,20240215
D20240215T165704_IFCB010_06217,Bacillariophyceae,0.925,20240215
D20240215T165704_IFCB010_06218,fiber,1.0,20240215
D20240215T165704_IFCB010_06219,fiber,0.9556,20240215
D20240215T165704_IFCB010_06220,Asterionellopsis_glacialis,0.9272,20240215
D20240215T165704_IFCB010_06221,detritus,0.3494,20240215
D20240215T165704_IFCB010_06222,detritus,1.0,20240215
D20240215T165704_IFCB010_06223,Bacillariophyceae,0.7666,20240215
D20240215T165704_IFCB010_06224,fiber,1.0,20240215
D20240215T165704_IFCB010_06225,nanoplankton_mix,1.0,20240215
D20240215T165704_IFCB010_06227,Asterionellopsis_glacialis,1.0,20240215
D20240215T165704_IFCB010_06228,fiber,0.9995,20240215
D20240215T165704_IFCB010_06229,Cryptophyta,0.3096,20240215
D20240215T165704_IFCB010_06230,Asterionellopsis_glacialis,0.9966,20240215
D20240215T165704_IFCB010_06232,Bacillariophyceae,0.9126,20240215
D20240215T165704_IFCB010_06233,Amphidinium,1.0,20240215
D20240215T165704_IFCB010_06234,fiber,1.0,20240215
D20240215T165704_IFCB010_06235,nanoplankton_mix,0.9946,20240215
D20240215T165704_IFCB010_06236,detritus,0.537,20240215
D20240215T165704_IFCB010_06237,Cylindrotheca,1.0,20240215
D20240215T165704_IFCB010_06238,detritus,0.954,20240215
D20240215T165704_IFCB010_06240,detritus,0.674,20240215
D20240215T165704_IFCB010_06241,Bacillariophyceae,0.9595,20240215
D20240215T165704_IFCB010_06242,nanoplankton_mix,0.944,20240215
D20240215T165704_IFCB010_06243,detritus,0.999,20240215
D20240215T165704_IFCB010_06244,Amphidinium,0.5615,20240215
D20240215T165704_IFCB010_06245,nanoplankton_mix,0.997,20240215
D20240215T165704_IFCB010_06246,Bacillariophyceae,0.6235,20240215
D20240215T165704_IFCB010_06248,nanoplankton_mix,0.996,20240215
D20240215T165704_IFCB010_06250,fiber,0.9995,20240215
D20240215T165704_IFCB010_06251,detritus,0.9985,20240215
D20240215T165704_IFCB010_06252,detritus,1.0,20240215
D20240215T165704_IFCB010_06254,fiber,0.953,20240215
D20240215T165704_IFCB010_06255,nanoplankton_mix,0.901,20240215
D20240215T165704_IFCB010_06256,fiber,1.0,20240215
D20240215T165704_IFCB010_06257,fiber,0.737,20240215
D20240215T165704_IFCB010_06258,nanoplankton_mix,0.736,20240215
D20240215T165704_IFCB010_06259,nanoplankton_mix,0.9995,20240215
D20240215T165704_IFCB010_06260,fiber,0.849,20240215
D20240215T165704_IFCB010_06261,Thalassiosira,0.657,20240215
D20240215T165704_IFCB010_06262,detritus,0.9966,20240215
D20240215T165704_IFCB010_06263,fiber,1.0,20240215
D20240215T165704_IFCB010_06264,Heterocapsa_rotundata,0.7915,20240215
D20240215T165704_IFCB010_06265,detritus,1.0,20240215
D20240215T165704_IFCB010_06266,detritus_transparent,0.8594,20240215
D20240215T165704_IFCB010_06267,flagellate_morphotype3,0.6367,20240215
D20240215T165704_IFCB010_06268,Asterionellopsis_glacialis,0.991,20240215
D20240215T165704_IFCB010_06269,Bacillariophyceae,0.979,20240215
D20240215T165704_IFCB010_06270,fiber,0.98,20240215
D20240215T165704_IFCB010_06271,fiber,0.865,20240215
D20240215T165704_IFCB010_06272,fiber,1.0,20240215
D20240215T165704_IFCB010_06273,fiber,1.0,20240215
D20240215T165704_IFCB010_06274,fiber,0.9985,20240215
D20240215T165704_IFCB010_06275,detritus,1.0,20240215
D20240215T165704_IFCB010_06278,nanoplankton_mix,0.9985,20240215
D20240215T165704_IFCB010_06279,Thalassiosira_sp_aff_mala,0.3677,20240215
D20240215T165704_IFCB010_06280,nanoplankton_mix,0.9995,20240215
D20240215T165704_IFCB010_06281,fiber,0.9937,20240215
D20240215T165704_IFCB010_06282,fiber,0.788,20240215
D20240215T165704_IFCB010_06283,fiber,1.0,20240215
D20240215T165704_IFCB010_06284,detritus,1.0,20240215
D20240215T165704_IFCB010_06285,Cryptophyta,0.965,20240215
D20240215T165704_IFCB010_06286,detritus,0.4695,20240215
D20240215T165704_IFCB010_06287,fiber,0.998,20240215
D20240215T165704_IFCB010_06288,fiber,1.0,20240215
D20240215T165704_IFCB010_06289,Cryptophyta,0.316,20240215
D20240215T165704_IFCB010_06290,nanoplankton_mix,1.0,20240215
D20240215T165704_IFCB010_06292,nanoplankton_mix,0.9937,20240215
D20240215T165704_IFCB010_06293,detritus,0.9995,20240215
D20240215T165704_IFCB010_06294,nanoplankton_mix,1.0,20240215
D20240215T165704_IFCB010_06297,detritus,0.9824,20240215
D20240215T165704_IFCB010_06298,fiber,0.7954,20240215
D20240215T165704_IFCB010_06299,detritus,1.0,20240215
D20240215T165704_IFCB010_06300,Karenia,0.8887,20240215
D20240215T165704_IFCB010_06301,Cryptophyta,0.9897,20240215
D20240215T165704_IFCB010_06302,nanoplankton_mix,0.9834,20240215
D20240215T165704_IFCB010_06303,nanoplankton_mix,0.9907,20240215
D20240215T165704_IFCB010_06304,Bacillariophyceae,0.9956,20240215
D20240215T165704_IFCB010_06305,detritus,0.9917,20240215
D20240215T165704_IFCB010_06306,detritus,0.67,20240215
D20240215T165704_IFCB010_06307,nanoplankton_mix,0.9995,20240215
D20240215T165704_IFCB010_06308,detritus,0.978,20240215
D20240215T165704_IFCB010_06309,detritus,0.9995,20240215
D20240215T165704_IFCB010_06310,detritus_transparent,0.9966,20240215
D20240215T165704_IFCB010_06311,nanoplankton_mix,0.9097,20240215
D20240215T165704_IFCB010_06312,Leptocylindrus,0.7754,20240215
D20240215T165704_IFCB010_06314,detritus,0.6426,20240215
D20240215T165704_IFCB010_06315,detritus,0.998,20240215
D20240215T165704_IFCB010_06316,nanoplankton_mix,0.996,20240215
D20240215T165704_IFCB010_06317,Pyramimonas,0.4985,20240215
D20240215T165704_IFCB010_06318,flagellate,0.849,20240215
D20240215T165704_IFCB010_06319,flagellate,0.69,20240215
D20240215T165704_IFCB010_06320,detritus,0.8594,20240215
D20240215T165704_IFCB010_06321,nanoplankton_mix,0.999,20240215
D20240215T165704_IFCB010_06322,Cryptophyta,0.995,20240215
D20240215T165704_IFCB010_06323,fiber,1.0,20240215
D20240215T165704_IFCB010_06324,detritus_transparent,0.8364,20240215
D20240215T165704_IFCB010_06325,Cryptophyta,1.0,20240215
D20240215T165704_IFCB010_06327,nanoplankton_mix,0.977,20240215
D20240215T165704_IFCB010_06328,fiber,1.0,20240215
D20240215T165704_IFCB010_06329,detritus,0.62,20240215
D20240215T165704_IFCB010_06330,detritus,0.9995,20240215
D20240215T165704_IFCB010_06331,fiber,0.9995,20240215
D20240215T165704_IFCB010_06333,fiber,1.0,20240215
D20240215T165704_IFCB010_06334,nanoplankton_mix,0.9976,20240215
D20240215T165704_IFCB010_06335,nanoplankton_mix,0.999,20240215
D20240215T165704_IFCB010_06336,nanoplankton_mix,0.9077,20240215
D20240215T165704_IFCB010_06337,Bacillariophyceae,0.657,20240215
D20240215T165704_IFCB010_06338,nanoplankton_mix,0.998,20240215
D20240215T165704_IFCB010_06339,nanoplankton_mix,0.3816,20240215
D20240215T165704_IFCB010_06340,Apedinella,0.746,20240215
D20240215T165704_IFCB010_06341,nanoplankton_mix,0.9683,20240215
D20240215T165704_IFCB010_06342,detritus,0.9287,20240215
D20240215T165704_IFCB010_06343,fiber,0.999,20240215
D20240215T165704_IFCB010_06344,fiber,1.0,20240215
D20240215T165704_IFCB010_06346,detritus,0.9995,20240215
D20240215T165704_IFCB010_06347,fiber,0.798,20240215
D20240215T165704_IFCB010_06348,detritus,1.0,20240215
D20240215T165704_IFCB010_06349,fiber,1.0,20240215
D20240215T165704_IFCB010_06350,nanoplankton_mix,0.6025,20240215
D20240215T165704_IFCB010_06351,nanoplankton_mix,0.8774,20240215
D20240215T165704_IFCB010_06352,detritus,0.7964,20240215
D20240215T165704_IFCB010_06353,Bacillariophyceae,0.8154,20240215
D20240215T165704_IFCB010_06354,nanoplankton_mix,0.9917,20240215
D20240215T165704_IFCB010_06355,fiber,0.929,20240215
D20240215T165704_IFCB010_06356,Ciliophora,0.997,20240215
D20240215T165704_IFCB010_06357,detritus,0.5947,20240215
D20240215T165704_IFCB010_06358,pennate,0.517,20240215
D20240215T165704_IFCB010_06359,Cryptophyta,0.542,20240215
D20240215T165704_IFCB010_06361,nanoplankton_mix,0.9824,20240215
D20240215T165704_IFCB010_06363,nanoplankton_mix,0.989,20240215
D20240215T165704_IFCB010_06364,detritus,0.988,20240215
D20240215T165704_IFCB010_06365,nanoplankton_mix,0.998,20240215
D20240215T165704_IFCB010_06366,Guinardia_delicatula,0.895,20240215
D20240215T165704_IFCB010_06367,Apedinella,0.9995,20240215
D20240215T165704_IFCB010_06368,fiber,0.806,20240215
D20240215T165704_IFCB010_06369,nanoplankton_mix,0.9966,20240215
D20240215T165704_IFCB010_06370,Leptocylindrus,0.9805,20240215
D20240215T165704_IFCB010_06371,Bacillariophyceae,0.9272,20240215
D20240215T165704_IFCB010_06374,detritus,1.0,20240215
D20240215T165704_IFCB010_06375,Cryptophyta,0.9995,20240215
D20240215T165704_IFCB010_06376,Leptocylindrus,1.0,20240215
D20240215T165704_IFCB010_06377,nanoplankton_mix,0.9907,20240215
D20240215T165704_IFCB010_06378,fiber_TAG_external_detritus,0.6284,20240215
D20240215T165704_IFCB010_06379,Guinardia_delicatula,0.9927,20240215
D20240215T165704_IFCB010_06380,nanoplankton_mix,0.5225,20240215
D20240215T165704_IFCB010_06381,fiber,0.4734,20240215
D20240215T165704_IFCB010_06382,nanoplankton_mix,0.9834,20240215
D20240215T165704_IFCB010_06383,detritus,0.9883,20240215
D20240215T165704_IFCB010_06384,Bacillariophyceae,0.4866,20240215
D20240215T165704_IFCB010_06385,nanoplankton_mix,0.5923,20240215
D20240215T165704_IFCB010_06386,fiber,0.683,20240215
D20240215T165704_IFCB010_06387,detritus,1.0,20240215
D20240215T165704_IFCB010_06388,detritus,0.8003,20240215
D20240215T165704_IFCB010_06389,Cryptophyta,0.994,20240215
D20240215T165704_IFCB010_06390,fiber,0.998,20240215
D20240215T165704_IFCB010_06391,Leptocylindrus,1.0,20240215
D20240215T165704_IFCB010_06393,Cryptophyta,1.0,20240215
D20240215T165704_IFCB010_06394,detritus,0.994,20240215
D20240215T165704_IFCB010_06395,Leptocylindrus,0.9937,20240215
D20240215T165704_IFCB010_06396,fiber,1.0,20240215
D20240215T165704_IFCB010_06397,nanoplankton_mix,0.856,20240215
D20240215T165704_IFCB010_06398,nanoplankton_mix,0.9893,20240215
D20240215T165704_IFCB010_06399,nanoplankton_mix,0.8623,20240215
D20240215T165704_IFCB010_06400,nanoplankton_mix,0.6064,20240215
D20240215T165704_IFCB010_06401,fiber,1.0,20240215
D20240215T165704_IFCB010_06402,Dinophyceae,0.4233,20240215
D20240215T165704_IFCB010_06404,Dinophyceae,0.4119,20240215
D20240215T165704_IFCB010_06405,nanoplankton_mix,0.9766,20240215
D20240215T165704_IFCB010_06407,detritus,0.674,20240215
D20240215T165704_IFCB010_06408,fiber,0.999,20240215
D20240215T165704_IFCB010_06409,Dinophyceae,0.8384,20240215
D20240215T165704_IFCB010_06410,Gyrodinium,0.5737,20240215
D20240215T165704_IFCB010_06411,nanoplankton_mix,0.99,20240215
D20240215T165704_IFCB010_06412,Cryptophyta,0.796,20240215
D20240215T165704_IFCB010_06413,fiber,0.6123,20240215
D20240215T165704_IFCB010_06414,Cylindrotheca,1.0,20240215
D20240215T165704_IFCB010_06415,fiber,1.0,20240215
D20240215T165704_IFCB010_06416,nanoplankton_mix,0.9995,20240215
D20240215T165704_IFCB010_06417,detritus,0.696,20240215
D20240215T165704_IFCB010_06418,detritus,0.9854,20240215
D20240215T165704_IFCB010_06419,nanoplankton_mix,0.9565,20240215
D20240215T165704_IFCB010_06420,detritus,0.9995,20240215
D20240215T165704_IFCB010_06421,nanoplankton_mix,1.0,20240215
D20240215T165704_IFCB010_06422,Pyramimonas,0.998,20240215
D20240215T165704_IFCB010_06423,Dinophyceae,0.4949,20240215
D20240215T165704_IFCB010_06424,Cryptophyta,0.4458,20240215
D20240215T165704_IFCB010_06425,fiber,0.9814,20240215
D20240215T165704_IFCB010_06426,nanoplankton_mix,0.4563,20240215
D20240215T165704_IFCB010_06427,fiber,1.0,20240215
D20240215T165704_IFCB010_06428,fiber,0.9893,20240215
D20240215T165704_IFCB010_06430,detritus,0.425,20240215
D20240215T165704_IFCB010_06431,Dinophyceae,0.6167,20240215
D20240215T165704_IFCB010_06432,nanoplankton_mix,0.862,20240215
D20240215T165704_IFCB010_06433,nanoplankton_mix,0.996,20240215
D20240215T165704_IFCB010_06434,detritus,0.9736,20240215
D20240215T165704_IFCB010_06435,nanoplankton_mix,0.988,20240215
D20240215T165704_IFCB010_06436,Cryptophyta,0.4912,20240215
D20240215T165704_IFCB010_06438,nanoplankton_mix,0.9136,20240215
D20240215T165704_IFCB010_06439,Bacillariophyceae,0.579,20240215
D20240215T165704_IFCB010_06440,nanoplankton_mix,0.614,20240215
D20240215T165704_IFCB010_06441,detritus,0.3608,20240215
D20240215T165704_IFCB010_06442,nanoplankton_mix,0.9966,20240215
D20240215T165704_IFCB010_06443,nanoplankton_mix,0.481,20240215
D20240215T165704_IFCB010_06444,detritus_transparent,0.429,20240215
D20240215T152410_IFCB010_00001,fiber,1.0,20240215
D20240215T152410_IFCB010_00002,fiber,1.0,20240215
D20240215T152410_IFCB010_00004,nanoplankton_mix,0.992,20240215
D20240215T152410_IFCB010_00005,Bacillariophyceae,0.2783,20240215
D20240215T152410_IFCB010_00006,fiber,0.985,20240215
D20240215T152410_IFCB010_00007,nanoplankton_mix,1.0,20240215
D20240215T152410_IFCB010_00008,detritus,0.9995,20240215
D20240215T152410_IFCB010_00009,detritus,0.991,20240215
D20240215T152410_IFCB010_00010,nanoplankton_mix,0.7505,20240215
D20240215T152410_IFCB010_00011,detritus,0.9966,20240215
D20240215T152410_IFCB010_00013,detritus,0.998,20240215
D20240215T152410_IFCB010_00014,detritus,0.982,20240215
D20240215T152410_IFCB010_00015,nanoplankton_mix,0.842,20240215
D20240215T152410_IFCB010_00016,detritus,0.9995,20240215
D20240215T152410_IFCB010_00017,fiber,0.9995,20240215
D20240215T152410_IFCB010_00018,detritus,0.6445,20240215
D20240215T152410_IFCB010_00019,nanoplankton_mix,0.6606,20240215
D20240215T152410_IFCB010_00020,detritus,0.9946,20240215
D20240215T152410_IFCB010_00021,detritus,0.8887,20240215
D20240215T152410_IFCB010_00022,fiber,0.9985,20240215
D20240215T152410_IFCB010_00023,nanoplankton_mix,1.0,20240215
D20240215T152410_IFCB010_00024,nanoplankton_mix,0.871,20240215
D20240215T152410_IFCB010_00026,fiber,0.9834,20240215
D20240215T152410_IFCB010_00027,detritus,0.9946,20240215
D20240215T152410_IFCB010_00028,detritus,0.9985,20240215
D20240215T152410_IFCB010_00029,Asterionellopsis_glacialis,1.0,20240215
D20240215T152410_IFCB010_00030,nanoplankton_mix,0.9995,20240215
D20240215T152410_IFCB010_00031,fiber,1.0,20240215
D20240215T152410_IFCB010_00032,Rhizosolenia,0.536,20240215
D20240215T152410_IFCB010_00033,fiber,0.999,20240215
D20240215T152410_IFCB010_00034,nanoplankton_mix,0.998,20240215
D20240215T152410_IFCB010_00036,fiber,0.9917,20240215
D20240215T152410_IFCB010_00037,detritus,0.9995,20240215
D20240215T152410_IFCB010_00038,fiber,1.0,20240215
D20240215T152410_IFCB010_00040,fiber,0.929,20240215
D20240215T152410_IFCB010_00041,detritus,0.8857,20240215
D20240215T152410_IFCB010_00042,nanoplankton_mix,0.8013,20240215
D20240215T152410_IFCB010_00043,Rhizosolenia,1.0,20240215
D20240215T152410_IFCB010_00044,detritus,0.9985,20240215
D20240215T152410_IFCB010_00045,nanoplankton_mix,1.0,20240215
D20240215T152410_IFCB010_00046,detritus,0.9976,20240215
D20240215T152410_IFCB010_00047,Cryptophyta,0.9995,20240215
D20240215T152410_IFCB010_00048,detritus,0.999,20240215
D20240215T152410_IFCB010_00049,detritus,0.9985,20240215
D20240215T152410_IFCB010_00050,nanoplankton_mix,0.9917,20240215
D20240215T152410_IFCB010_00051,fiber,1.0,20240215
D20240215T152410_IFCB010_00052,Leptocylindrus,0.9995,20240215
D20240215T152410_IFCB010_00053,nanoplankton_mix,0.998,20240215
D20240215T152410_IFCB010_00054,detritus,1.0,20240215
D20240215T152410_IFCB010_00055,detritus,0.9995,20240215
D20240215T152410_IFCB010_00056,detritus,0.999,20240215
D20240215T152410_IFCB010_00057,fecal_pellet,0.7554,20240215
D20240215T152410_IFCB010_00058,detritus,1.0,20240215
D20240215T152410_IFCB010_00059,nanoplankton_mix,0.9595,20240215
D20240215T152410_IFCB010_00060,nanoplankton_mix,0.9995,20240215
D20240215T152410_IFCB010_00061,nanoplankton_mix,0.5044,20240215
D20240215T152410_IFCB010_00062,nanoplankton_mix,0.987,20240215
D20240215T152410_IFCB010_00063,fiber,1.0,20240215
D20240215T152410_IFCB010_00064,nanoplankton_mix,1.0,20240215
D20240215T152410_IFCB010_00065,fiber,1.0,20240215
D20240215T152410_IFCB010_00066,detritus,1.0,20240215
D20240215T152410_IFCB010_00067,Leptocylindrus,0.979,20240215
D20240215T152410_IFCB010_00069,detritus_transparent,0.9487,20240215
D20240215T152410_IFCB010_00071,detritus_transparent,0.7705,20240215
D20240215T152410_IFCB010_00072,detritus,0.9985,20240215
D20240215T152410_IFCB010_00073,Thalassiosira_sp_aff_mala,0.565,20240215
D20240215T152410_IFCB010_00074,nanoplankton_mix,0.9707,20240215
D20240215T152410_IFCB010_00075,detritus,0.9995,20240215
D20240215T152410_IFCB010_00076,detritus,0.9756,20240215
D20240215T152410_IFCB010_00077,detritus,1.0,20240215
D20240215T152410_IFCB010_00078,detritus,1.0,20240215
D20240215T152410_IFCB010_00080,fiber,1.0,20240215
D20240215T152410_IFCB010_00082,detritus,0.9907,20240215
D20240215T152410_IFCB010_00083,nanoplankton_mix,0.5215,20240215
D20240215T152410_IFCB010_00084,fiber,1.0,20240215
D20240215T152410_IFCB010_00086,detritus,0.636,20240215
D20240215T152410_IFCB010_00087,detritus,0.9985,20240215
D20240215T152410_IFCB010_00088,detritus,0.701,20240215
D20240215T152410_IFCB010_00089,nanoplankton_mix,0.9995,20240215
D20240215T152410_IFCB010_00090,fiber_TAG_external_detritus,0.9854,20240215
D20240215T152410_IFCB010_00091,detritus,0.6367,20240215
D20240215T152410_IFCB010_00092,detritus,0.9995,20240215
D20240215T152410_IFCB010_00093,fiber,1.0,20240215
D20240215T152410_IFCB010_00094,Cryptophyta,0.999,20240215
D20240215T152410_IFCB010_00095,detritus,0.9995,20240215
D20240215T152410_IFCB010_00097,nanoplankton_mix,0.9414,20240215
D20240215T152410_IFCB010_00098,fiber,1.0,20240215
D20240215T152410_IFCB010_00099,detritus,0.9995,20240215
D20240215T152410_IFCB010_00100,flagellate,0.991,20240215
D20240215T152410_IFCB010_00101,detritus,0.9976,20240215
D20240215T152410_IFCB010_00102,Pyramimonas_longicauda,0.6606,20240215
D20240215T152410_IFCB010_00103,detritus,0.9995,20240215
D20240215T152410_IFCB010_00104,nanoplankton_mix,0.9995,20240215
D20240215T152410_IFCB010_00105,detritus,0.971,20240215
D20240215T152410_IFCB010_00106,fiber,0.7686,20240215
D20240215T152410_IFCB010_00107,detritus,0.6084,20240215
D20240215T152410_IFCB010_00108,detritus_transparent,0.426,20240215
D20240215T152410_IFCB010_00109,detritus,0.9956,20240215
D20240215T152410_IFCB010_00110,detritus,0.9976,20240215
D20240215T152410_IFCB010_00111,nanoplankton_mix,0.9893,20240215
D20240215T152410_IFCB010_00112,detritus,0.9976,20240215
D20240215T152410_IFCB010_00113,detritus,0.926,20240215
D20240215T152410_IFCB010_00114,detritus,0.993,20240215
D20240215T152410_IFCB010_00115,nanoplankton_mix,0.8535,20240215
D20240215T152410_IFCB010_00116,detritus,0.956,20240215
D20240215T152410_IFCB010_00117,detritus,0.356,20240215
D20240215T152410_IFCB010_00118,nanoplankton_mix,0.9995,20240215
D20240215T152410_IFCB010_00119,nanoplankton_mix,0.9736,20240215
D20240215T152410_IFCB010_00120,detritus,0.6797,20240215
D20240215T152410_IFCB010_00121,nanoplankton_mix,0.976,20240215
D20240215T152410_IFCB010_00122,Karenia,0.8813,20240215
D20240215T152410_IFCB010_00123,detritus,0.8794,20240215
D20240215T152410_IFCB010_00124,detritus,0.975,20240215
D20240215T152410_IFCB010_00125,Thalassiosira_TAG_external_detritus,0.769,20240215
D20240215T152410_IFCB010_00126,detritus,0.996,20240215
D20240215T152410_IFCB010_00127,detritus,0.999,20240215
D20240215T152410_IFCB010_00128,detritus_transparent,0.763,20240215
D20240215T152410_IFCB010_00129,fiber,0.3462,20240215
D20240215T152410_IFCB010_00130,detritus_transparent,0.601,20240215
D20240215T152410_IFCB010_00131,nanoplankton_mix,0.998,20240215
D20240215T152410_IFCB010_00132,Pyramimonas,0.45,20240215
D20240215T152410_IFCB010_00133,Cryptophyta,0.8896,20240215
D20240215T152410_IFCB010_00134,detritus,1.0,20240215
D20240215T152410_IFCB010_00135,nanoplankton_mix,0.9995,20240215
D20240215T152410_IFCB010_00136,nanoplankton_mix,0.982,20240215
D20240215T152410_IFCB010_00137,fiber,1.0,20240215
D20240215T152410_IFCB010_00138,detritus,0.6123,20240215
D20240215T152410_IFCB010_00139,detritus,0.999,20240215
D20240215T152410_IFCB010_00140,detritus,1.0,20240215
D20240215T152410_IFCB010_00141,Cryptophyta,0.948,20240215
D20240215T152410_IFCB010_00142,nanoplankton_mix,0.9976,20240215
D20240215T152410_IFCB010_00143,nanoplankton_mix,0.983,20240215
D20240215T152410_IFCB010_00144,nanoplankton_mix,0.874,20240215
D20240215T152410_IFCB010_00145,fiber,1.0,20240215
D20240215T152410_IFCB010_00146,nanoplankton_mix,0.9917,20240215
